Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude
18-Mar-23,,purple,,,CAIRO CONSPIRACY (aka BOY FROM HEAVEN),https://likeaword.github.io/borderlines2023/img/FILM2023-17.jpg,"18 Mar, Starts:17:00. Ends: 19:06 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
18-Mar-23,,purple,,,CREATURE,https://likeaword.github.io/borderlines2023/img/FILM2023-24.jpg,"18 Mar, Starts:17:00. Ends: 18:27 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
18-Mar-23,,purple,,,FULL TIME,https://likeaword.github.io/borderlines2023/img/FILM2023-32.jpg,"18 Mar, Starts:17:30. Ends: 18:58 approx. Theme: other",Hay Booth's Bookshop Cinema,52.07510305,-3.124859035
18-Mar-23,,purple,,,MOONAGE DAYDREAM,https://likeaword.github.io/borderlines2023/img/FILM2023-44.jpg,"18 Mar, Starts:19:30. Ends: 21:45 approx. Theme: other",Brilley Village Hall,52.14167809,-3.078771917
18-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"18 Mar, Starts:19:30. Ends: 21:14 approx. Theme: other",Ludlow Assembly Rooms,52.3671434,-2.7229135
18-Mar-23,,purple,,,THE MENU,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"18 Mar, Starts:19:30. Ends: 21:17 approx. Theme: other",Much Birch Community Hall,51.97136427,-2.723723846
18-Mar-23,,purple,,,NO BEARS,https://likeaword.github.io/borderlines2023/img/FILM2023-48.jpg,"18 Mar, Starts:19:30. Ends: 21:17 approx. Theme: other","Tarrington, Lady Emily Hall*",52.0624835,-2.5658662
18-Mar-23,,purple,,,BUTCHER'S CROSSING,https://likeaword.github.io/borderlines2023/img/FILM2023-16.jpg,"18 Mar, Starts:19:30. Ends: 21:15 approx. Theme: other","Oswestry, Kinokulture",52.86067035,-3.056271217
18-Mar-23,,red,,,ALL THE BEAUTY AND THE BLOODSHED,https://likeaword.github.io/borderlines2023/img/FILM2023-4.jpg,"18 Mar, Starts:19:45. Ends: 21:41 approx. Theme: Talking Back",Malvern Theatres,52.1103897,-2.3291562
18-Mar-23,,purple,,,NOSTALGIA,https://likeaword.github.io/borderlines2023/img/FILM2023-49.jpg,"18 Mar, Starts:19:45. Ends: 21:42 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,cyan,,,CASQUE D'OR,https://likeaword.github.io/borderlines2023/img/FILM2023-19.jpg,"19 Mar, Starts:11:00. Ends: 12:39 approx. Theme: Alors…",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,brown,,,UNDER THE FIG TREES,https://likeaword.github.io/borderlines2023/img/FILM2023-61.jpg,"19 Mar, Starts:11:30. Ends: 13:02 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,brown,,,THE EIGHT MOUNTAINS,https://likeaword.github.io/borderlines2023/img/FILM2023-27.jpg,"19 Mar, Starts:13:45. Ends: 16:12 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,brown,,,THE EIGHT MOUNTAINS,https://likeaword.github.io/borderlines2023/img/FILM2023-27.jpg,"19 Mar, Starts:14:00. Ends: 16:27 approx. Theme: Land",Malvern Theatres,52.1103897,-2.3291562
19-Mar-23,,purple,,,LUNANA: A YAK IN THE CLASSROOM,https://likeaword.github.io/borderlines2023/img/FILM2023-42.jpg,"19 Mar, Starts:14:00. Ends: 15:29 approx. Theme: other","Oswestry, Kinokulture",52.86067035,-3.056271217
19-Mar-23,,purple,,,LA SYNDICALISTE,https://likeaword.github.io/borderlines2023/img/FILM2023-37.jpg,"19 Mar, Starts:14:30. Ends: 16:31 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,brown,,,GODLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-33.jpg,"19 Mar, Starts:17:00. Ends: 19:23 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,purple,,,THE BITTER STEMS,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"19 Mar, Starts:17:00. Ends: 18:32 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,brown,,,GODLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-33.jpg,"19 Mar, Starts:19:00. Ends: 21:23 approx. Theme: Land",Hay Booth's Bookshop Cinema,52.07510305,-3.124859035
19-Mar-23,,purple,,,BUTCHER'S CROSSING,https://likeaword.github.io/borderlines2023/img/FILM2023-16.jpg,"19 Mar, Starts:19:45. Ends: 21:30 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
19-Mar-23,,purple,,,BUTCHER'S CROSSING,https://likeaword.github.io/borderlines2023/img/FILM2023-16.jpg,"19 Mar, Starts:20:00. Ends: 21:45 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
19-Mar-23,,purple,,,NOSTALGIA,https://likeaword.github.io/borderlines2023/img/FILM2023-49.jpg,"19 Mar, Starts:20:15. Ends: 22:12 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
